,names,good_topic1,good_topic2,good_topic3,good_topic4,good_topic5,good_topic6,bad_topic1,bad_topic2,bad_topic3,bad_topic4,bad_topic5,bad_topic6,main_good_topic,main_bad_topic
1172,Dan's Hamburgers - Buda,0.015260893999999999,0.20286162800000002,0.068712151,0.523825395,0.159043013,0.015772893,0.008088728,0.569282296,0.19063768399999997,0.094520862,0.005521585999999999,0.122492172,good_topic4,"bad_topic2,bad_topic3,bad_topic6"
1173,Dancing Pigs Deli,0.383005785,0.162460139,0.108460815,0.053062024000000006,0.176678158,0.10623489,0.0,0.574432492,0.17479684899999998,0.08800932800000001,0.0,0.159884542,good_topic1,"bad_topic2,bad_topic3,bad_topic6"
1174,Dandelion Community CafÃ©,0.125505276,0.37528355700000005,0.115691493,0.022675321000000002,0.08324691599999999,0.267615304,0.020480837,0.544035686,0.261017013,0.07781845,0.0,0.08888040400000001,good_topic2,"bad_topic2,bad_topic3"
1175,Dang Kitchen,0.5355510179999999,0.08864346099999999,0.14900946199999998,0.029199278,0.127510767,0.061187603,0.019934877,0.496196691,0.269734288,0.127975518,0.016568223,0.063797828,good_topic1,"bad_topic2,bad_topic3,bad_topic4"
1176,Daniel Le Chocolat Belge,0.133268555,0.257539645,0.5320143620000001,0.021820096,0.019071131,0.02728575,0.0,0.518792555,0.291039512,0.0,0.0,0.17951411399999997,good_topic3,"bad_topic2,bad_topic3,bad_topic6"
1177,Daniel le Chocolat Belge,0.08238424,0.39193243899999997,0.431968786,0.017749485,0.0,0.06700634,0.0,0.332149327,0.362955123,0.290978909,0.0,0.0,good_topic3,"bad_topic2,bad_topic3,bad_topic4"
1178,Daniel's Cheesesteak House,0.07828362,0.044041805,0.435933326,0.17638600899999998,0.24545596600000003,0.007901946,0.010330955,0.545328357,0.274429641,0.080481939,0.0,0.079181036,good_topic3,"bad_topic2,bad_topic3"
1179,Daniella's Cafe and Market,0.218481573,0.084066456,0.032656136,0.0,0.507532435,0.146614617,0.023837856,0.564153216,0.21361867399999998,0.118593821,0.0,0.071751365,good_topic5,"bad_topic2,bad_topic3,bad_topic4"
1180,Danny's Broasted Chicken,0.114420459,0.0,0.238234589,0.241447793,0.340217951,0.058933407,0.0,0.5149323339999999,0.298744112,0.08458229199999999,0.0,0.09419006099999999,good_topic5,"bad_topic2,bad_topic3"
1181,Danny's Delicious Deli,0.45518460899999996,0.161786878,0.213801143,0.059961232999999996,0.071604436,0.028308293999999998,0.0,0.556389764,0.28103279600000003,0.083621973,0.0,0.071872326,good_topic1,"bad_topic2,bad_topic3"
1182,Danny's Subs,0.402399744,0.255019069,0.32593769300000003,0.0,0.0,0.0,0.173201352,0.337696403,0.16249017400000001,0.224919528,0.0,0.08761685300000001,good_topic1,"bad_topic1,bad_topic2,bad_topic3,bad_topic4"
1183,Danâs Deli,0.082643996,0.0,0.483623356,0.344648323,0.005562298,0.07225303799999999,0.29710364300000003,0.47805383799999995,0.0,0.0,0.0,0.21269398899999997,good_topic3,"bad_topic1,bad_topic2,bad_topic6"
1184,Dapper Duck Bar,0.091752277,0.09220864,0.097380497,0.082788234,0.230701997,0.39556141899999997,0.017806757,0.562272888,0.218985645,0.093354752,0.0,0.10246068400000001,good_topic6,"bad_topic2,bad_topic3,bad_topic6"
1185,DarSalam,0.240422898,0.07089851900000001,0.055989646,0.001631222,0.23038043600000002,0.390266444,0.043749667,0.517290171,0.206082102,0.090000481,0.0054145009999999995,0.129369646,good_topic6,"bad_topic2,bad_topic3,bad_topic6"
1186,Darcy's Cafe,0.050312916,0.33025005,0.21573695199999998,0.0,0.258681975,0.13854477099999998,0.0,0.572678179,0.29972519,0.092266686,0.0,0.028070565,good_topic2,"bad_topic2,bad_topic3"
1187,Dark Horse,0.009130195,0.015611169,0.18090173699999998,0.18550514899999998,0.079511857,0.5183170020000001,0.032942993999999996,0.493718557,0.236035117,0.08991494400000001,0.0048261779999999995,0.135517625,good_topic6,"bad_topic2,bad_topic3,bad_topic6"
1188,Darwin's,0.11168112300000001,0.331137775,0.4375912,0.0033953290000000003,0.024589796,0.08152156099999999,0.019108806000000002,0.565820699,0.255380607,0.080277933,0.00628183,0.06622087900000001,good_topic3,"bad_topic2,bad_topic3"
1189,Darwin's Burgers and Blues,0.01787115,0.0,0.121695939,0.185795149,0.157437422,0.508116189,0.023953698,0.606374926,0.235984737,0.032304274,0.0,0.095212416,good_topic6,"bad_topic2,bad_topic3"
1190,Darz Cafe,0.804360628,0.0,0.118746065,0.0,0.0,0.07303232,0.069087118,0.44220536899999996,0.314237848,0.059405819000000006,0.0,0.11220937199999999,good_topic1,"bad_topic2,bad_topic3,bad_topic6"
1191,Dash Cafe,0.319915585,0.31651698300000003,0.188384302,0.00919648,0.09766605699999999,0.05688298,0.028640297000000002,0.514174233,0.228448068,0.12683402400000002,0.0,0.09528990400000001,good_topic1,"bad_topic2,bad_topic3,bad_topic4"
1192,Dates & Olives,0.41507483700000003,0.15692962,0.071374675,0.00037088400000000004,0.21828539100000002,0.127138569,0.043161025,0.507681005,0.180554756,0.12762885699999998,0.004377038,0.128334625,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1193,Dates and Olives - Natick,0.39187961299999996,0.196489133,0.048130482,0.0,0.21698251699999999,0.133758615,0.020922073,0.48842129700000003,0.240845862,0.12370496800000001,0.011556216000000001,0.109595275,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1194,Dave & Buster's,0.0,0.00649573,0.205055973,0.026273982,0.49861019,0.252522227,0.026937397999999998,0.485529971,0.243163994,0.092169802,0.0034796009999999997,0.14304161199999998,good_topic5,"bad_topic2,bad_topic3,bad_topic6"
1195,Dave's Cosmic Subs,0.264498852,0.07365954599999999,0.511076104,0.0260558,0.053726181,0.06107208,0.040862405,0.509387654,0.215366583,0.09887265199999999,0.040405801,0.08781655199999999,good_topic3,"bad_topic2,bad_topic3"
1196,Dave's Fresh Pasta,0.42930798600000003,0.041027092,0.313904878,0.0019113070000000001,0.058507652,0.147218876,0.015825896000000002,0.537129002,0.226280377,0.09401328,0.01043497,0.110620569,good_topic1,"bad_topic2,bad_topic3,bad_topic6"
1197,Dave's Tacos,0.381921574,0.24098126,0.1235192,0.05463123,0.17948579399999998,0.007175396999999999,0.02880042,0.457149476,0.221061073,0.285995424,0.0,0.0,good_topic1,"bad_topic2,bad_topic3,bad_topic4"
1198,Davenport's Ale House,0.027173278999999998,0.005539982,0.09330922900000001,0.035875397999999996,0.500279275,0.32617857100000003,0.024982032,0.524133091,0.246585899,0.086965335,0.003056412,0.10625029,good_topic5,"bad_topic2,bad_topic3,bad_topic6"
1199,David's World Famous,0.42414961,0.01442019,0.29089976100000003,0.0,0.238736554,0.02321065,0.011383067,0.569888949,0.22644074600000003,0.095052284,0.0,0.09359149,good_topic1,"bad_topic2,bad_topic3"
1200,Davis Bakery and Company,0.024468925,0.386661469,0.365574464,0.015088048,0.197840551,0.0,0.0,0.623643734,0.249535275,0.086602865,0.0,0.035314642,good_topic2,"bad_topic2,bad_topic3"
1201,Davood's Bistro,0.11075826,0.672844905,0.051031716,0.010082169,0.078811455,0.0644705,0.046168322000000005,0.43027556899999997,0.145753611,0.223083888,0.037509326,0.11521156,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1202,Dawa,0.236135755,0.013536316000000001,0.3434159,0.0,0.364057079,0.032578325,0.023744811,0.464294883,0.226278349,0.12700599199999998,0.038871277999999995,0.114066982,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1203,Daylight Donuts and Cafe,0.078662211,0.393403031,0.381647225,0.0,0.111378214,0.024704382,0.006383029,0.521224531,0.26460559999999994,0.09577056,0.018840058,0.086986856,good_topic2,"bad_topic2,bad_topic3"
1204,Deag's Local Diner,0.123346427,0.455688661,0.112489335,0.055479796,0.227946724,0.013327995,0.00910956,0.56590718,0.227515899,0.090329953,0.0,0.104449565,good_topic2,"bad_topic2,bad_topic3,bad_topic6"
1205,Deb's Blazin Grill,0.116101209,0.0,0.322431631,0.39968381799999997,0.152654983,0.007127895,0.0,0.0,0.44173193,0.541005492,0.0,0.0,good_topic4,"bad_topic3,bad_topic4"
1206,Debary Diner,0.156864522,0.341868584,0.06261301799999999,0.079101799,0.346703871,0.0,0.057551344000000004,0.437395091,0.244976408,0.12551539,0.002163209,0.125489034,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1207,Decca,0.045775521,0.250224748,0.129205698,0.239240022,0.14571186,0.177868193,0.094124654,0.568170423,0.193545183,0.075769644,0.0,0.059308213,good_topic2,"bad_topic2,bad_topic3"
1208,Deeply Coffee,0.010684513,0.566810119,0.21310015399999999,0.003429964,0.018757692,0.175844642,0.024554197000000003,0.503708169,0.343923159,0.08754021599999999,0.0,0.033334047,good_topic2,"bad_topic2,bad_topic3"
1209,Deja Brew,0.186677117,0.36057469200000003,0.256616496,0.004430489,0.122377242,0.059521205,0.0,0.39110092799999996,0.39008531,0.11259833699999999,0.0,0.096823856,good_topic2,"bad_topic2,bad_topic3,bad_topic4"
1210,Delaney's Diner,0.128792698,0.474062418,0.120492912,0.030552073,0.219736199,0.016272672,0.037341394,0.462221072,0.183574519,0.129888811,0.009998461,0.170651757,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1211,Delaneyâs Diner,0.097241074,0.523001893,0.058874127000000005,0.027673075,0.265985678,0.015682061,0.016413233,0.42989614600000003,0.37313773,0.05483553099999999,0.0,0.120100065,good_topic2,"bad_topic2,bad_topic3,bad_topic6"
1212,Delano On The Park,0.24190723600000003,0.234440263,0.0,0.050225230999999995,0.214138992,0.249613258,0.0,0.512170692,0.144427486,0.138470955,0.0,0.193050986,good_topic6,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1213,Delany's Coffee,0.026443656,0.625931047,0.219906927,0.0,0.045696085,0.068577816,0.0,0.471110515,0.410120249,0.057279539000000004,0.00396585,0.047642211,good_topic2,"bad_topic2,bad_topic3"
1214,Delaware Sub Shop,0.250562516,0.023399402000000003,0.579656121,0.00907059,0.112240941,0.015996492,0.042063499000000004,0.525820096,0.236293771,0.105598829,0.014344253999999999,0.068833813,good_topic3,"bad_topic2,bad_topic3,bad_topic4"
1215,Delaware Subs,0.258591585,0.0382172,0.5536016970000001,0.078367224,0.038092595,0.022519288999999998,0.057972693,0.498777707,0.243441453,0.107077046,0.021288448999999997,0.064675225,good_topic3,"bad_topic2,bad_topic3,bad_topic4"
1216,Delaware Subs & Cheesesteaks,0.247883784,0.04491947599999999,0.595000515,0.000541342,0.083811169,0.017268686000000002,0.022482927000000003,0.539735144,0.22431823,0.067096983,0.043993582999999996,0.095231913,good_topic3,"bad_topic2,bad_topic3"
1217,Deli 111,0.130967011,0.711304267,0.14872025,0.0,0.0,0.0,0.038517602000000005,0.45602949,0.249529004,0.123176511,0.110037543,0.017206036,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic5"
1218,Deli Boys,0.23907426699999998,0.191850413,0.38572044,0.020505418,0.140603389,0.013789323000000001,0.031413546,0.47075238799999997,0.20713589999999998,0.17427760399999997,0.031500435,0.07901006299999999,good_topic3,"bad_topic2,bad_topic3,bad_topic4"
1219,Deli One,0.180089403,0.315681003,0.301231277,0.028256515,0.165591283,0.0,0.011547856,0.556489961,0.260133114,0.055196743,0.002834633,0.107238425,good_topic2,"bad_topic2,bad_topic3,bad_topic6"
1220,Deli Zone,0.217408853,0.155139879,0.50099574,0.007930491999999999,0.090716884,0.018480638,0.014213509,0.5300235839999999,0.197467563,0.144725261,0.020711781000000002,0.083851711,good_topic3,"bad_topic2,bad_topic3,bad_topic4"
1221,Deli Zone Gunbarrel,0.22685903300000002,0.307082613,0.451906294,0.0,0.0,0.0,0.021528709,0.626895467,0.17748623800000002,0.030351153999999998,0.0,0.131487432,good_topic3,"bad_topic2,bad_topic3,bad_topic6"
1222,Delicious,0.21674283,0.134802363,0.15124442,0.007660167,0.145639029,0.334914622,0.046926208,0.49031380799999996,0.26945479699999997,0.059512367000000004,0.001865661,0.125154716,good_topic6,"bad_topic2,bad_topic3,bad_topic6"
1223,Delray Cafe,0.044611936,0.053119208,0.22282136800000002,0.444676051,0.069275905,0.152382362,0.029761958999999998,0.384653509,0.282505497,0.199071638,0.0,0.10136689199999999,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1224,Delray Diner - Marietta,0.095302354,0.07869346,0.12916678199999998,0.0067705809999999995,0.591652827,0.086734491,0.023081367000000002,0.492359726,0.24344264,0.12220932400000001,0.001084661,0.110567708,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1225,Delta's Restaurant,0.217698447,0.04911498,0.27933432199999997,0.13536474099999998,0.315209739,0.0,0.028030142,0.469410231,0.28854156,0.041125205,0.0,0.16427280800000002,good_topic5,"bad_topic2,bad_topic3,bad_topic6"
1226,Deluxe Station Diner,0.039711686,0.42612306,0.186393415,0.026217212,0.16995127100000001,0.14311155,0.028622147,0.519323864,0.209869687,0.096248294,0.0014421920000000001,0.13800996599999998,good_topic2,"bad_topic2,bad_topic3,bad_topic6"
1227,Deluxe Town Diner,0.092858836,0.554113847,0.17518530699999998,0.053687898,0.07995007700000001,0.034746886,0.027470379,0.521005854,0.230537136,0.089387525,0.006026664,0.118891126,good_topic2,"bad_topic2,bad_topic3,bad_topic6"
1228,Demarco's Sandwiches,0.49257321,0.050389269,0.40864090700000005,0.0,0.0237225,0.014882001,0.0,0.266761601,0.372097909,0.092184156,0.0,0.261965901,good_topic1,"bad_topic2,bad_topic3,bad_topic6"
1229,Demet's Donuts,0.05664787,0.328671765,0.5708672920000001,0.004130517,0.020263007,0.007806984,0.055782813,0.239326777,0.404878736,0.24280199600000002,0.007865031,0.04167458,good_topic3,"bad_topic2,bad_topic3,bad_topic4"
1230,Demo's Grille,0.0,0.0,0.726837277,0.0,0.258249789,0.0,0.0,0.319444835,0.30634582,0.0,0.0,0.35792812700000004,good_topic3,"bad_topic2,bad_topic3,bad_topic6"
1231,Demos,0.230859012,0.055929222,0.17875486,0.006483236,0.28802794,0.228893454,0.042385689000000004,0.54470954,0.223745425,0.069737962,0.005809221999999999,0.106082002,good_topic5,"bad_topic2,bad_topic3,bad_topic6"
1232,Dempsey's Food & Spirits,0.088427293,0.18283982199999999,0.066224281,0.061252925,0.353474689,0.237493178,0.037960986,0.534158361,0.20923331899999997,0.08733574699999999,0.005070016,0.12026365,good_topic5,"bad_topic2,bad_topic3,bad_topic6"
1233,Denny's,0.019303762,0.178024426,0.221122355,0.063182425,0.45345511200000005,0.055227794000000004,0.028538875,0.488131692,0.22170676,0.096362368,0.002956303,0.15372038699999999,good_topic5,"bad_topic2,bad_topic3,bad_topic6"
1234,Depasquale's,0.197404727,0.0,0.511134356,0.0,0.0,0.278123632,0.0,0.654827476,0.21686908600000002,0.12378584599999999,0.0,0.0,good_topic3,"bad_topic2,bad_topic3,bad_topic4"
1235,Derby Joe,0.04220244099999999,0.30623000899999997,0.414729666,0.014531758,0.069198531,0.14322916900000002,0.008206253,0.48938268799999995,0.3022614,0.136166817,0.0,0.057738788,good_topic3,"bad_topic2,bad_topic3,bad_topic4"
1236,Deschutes Brewery Portland Public House,0.09530232400000001,0.05097029,0.060167091,0.133513202,0.183051383,0.46695211799999997,0.025641527,0.5313806289999999,0.227155881,0.095534405,0.006487258,0.106471971,good_topic6,"bad_topic2,bad_topic3,bad_topic6"
1237,Designer Greens - Orlando,0.407818994,0.284505658,0.17089248,0.0,0.069446802,0.057429919,0.009524195,0.445364004,0.28155716199999997,0.157973211,0.0,0.100120498,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1238,Desta Ethiopian Kitchen,0.194246947,0.054346952999999996,0.067608796,0.012656786000000001,0.31174401,0.349884572,0.013612061000000002,0.508785316,0.244177043,0.09543132300000001,0.003349875,0.128108213,good_topic6,"bad_topic2,bad_topic3,bad_topic6"
1239,Detour Cafe,0.183992123,0.558591783,0.134014998,0.022902291,0.054580789000000005,0.035875152,0.032055515,0.528057917,0.216659684,0.084776886,0.00935835,0.12315696300000001,good_topic2,"bad_topic2,bad_topic3,bad_topic6"
1240,Devaki's Deli,0.685518781,0.22827004399999998,0.0,0.0,0.07254875200000001,0.0,0.057616107,0.218984336,0.399604797,0.24880961,0.0,0.069090126,good_topic1,"bad_topic2,bad_topic3,bad_topic4"
1241,Devaney's Sports Pub,0.012810759,0.0,0.14699146400000002,0.077363255,0.054958524,0.6954067690000001,0.006025511,0.489699951,0.326542696,0.040038062,0.012735781000000002,0.118454734,good_topic6,"bad_topic2,bad_topic3,bad_topic6"
1242,Devenney's Irish Pub,0.133898581,0.069809439,0.050172968,0.015325111,0.44157319100000003,0.280364276,0.019174918,0.527098236,0.251548422,0.074532161,0.0,0.11870455699999999,good_topic5,"bad_topic2,bad_topic3,bad_topic6"
1243,Devil's Dill Sandwich Shop,0.44178338799999994,0.05863601,0.318358121,0.010187318,0.083406567,0.077770307,0.013199108999999999,0.575186279,0.224412175,0.11561436800000001,0.009360784,0.055314555,good_topic1,"bad_topic2,bad_topic3,bad_topic4"
1244,Dex Gourmet Burger Bar,0.052961082,0.11620699999999999,0.214173348,0.46592937700000003,0.082039177,0.055515745,0.0,0.63221845,0.060847143,0.157532342,0.031828197,0.105598922,good_topic4,"bad_topic2,bad_topic4,bad_topic6"
1245,Dexter's - Winter Park,0.12594249300000002,0.217351823,0.040638924,0.030424026,0.37791089,0.196781803,0.023286044,0.5239036220000001,0.17557424,0.11782893300000001,0.018606689,0.133753228,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1246,DiBella's Subs,0.300102347,0.050061089,0.436878131,0.053142177,0.116815512,0.03110684,0.053861187000000005,0.558570041,0.177269447,0.10682563699999999,0.044105889,0.05054182,good_topic3,"bad_topic2,bad_topic3,bad_topic4"
1247,Diana's Avalon Park,0.280972213,0.15566856699999998,0.16636284199999998,0.0,0.316632373,0.072933736,0.020130461000000002,0.5448679160000001,0.224838393,0.132008435,0.007481495,0.064552373,good_topic5,"bad_topic2,bad_topic3,bad_topic4"
1248,Diben's Burgers and Wings,0.063673943,0.0,0.074532534,0.526651015,0.296381513,0.026271958999999998,0.0,0.467150867,0.23884283,0.111243837,0.0,0.17661128899999998,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1249,Dick's Kitchen,0.09035423199999999,0.115518391,0.110961724,0.424011684,0.141408064,0.10850554300000001,0.026501681000000003,0.5595851079999999,0.1875525,0.093481014,0.010849706,0.115916941,good_topic4,"bad_topic2,bad_topic3,bad_topic6"
1250,Dick's Primal Burger,0.042855702,0.118495139,0.104380553,0.473367972,0.13441015,0.11654709699999999,0.030895724,0.581958997,0.165555355,0.075544613,0.0031480970000000003,0.135562952,good_topic4,"bad_topic2,bad_topic3,bad_topic6"
1251,Dickens Coffee & Tea Room,0.08615518300000001,0.46144901899999996,0.113417907,0.0,0.237238935,0.093959696,0.02818658,0.518134266,0.269017712,0.112703643,0.0,0.066378365,good_topic2,"bad_topic2,bad_topic3,bad_topic4"
1252,Dickie Jo's Burgers,0.02746469,0.028518406,0.0932117,0.575877208,0.211769035,0.052623782,0.026456200000000003,0.536879656,0.196379582,0.112817036,0.010969435,0.109852953,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1253,Diesel Cafe,0.037169963,0.351832255,0.427781342,0.000729413,0.009231841999999999,0.164635003,0.027443383999999998,0.53146293,0.266419941,0.08146629799999999,0.004606236,0.081122426,good_topic3,"bad_topic2,bad_topic3"
1254,Dimino's Sub Sandwiches,0.090191732,0.009688103,0.446554172,0.122449711,0.312038853,0.006971235,0.073435721,0.436886686,0.20856772899999998,0.12781525400000002,0.029242215,0.115132847,good_topic3,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1255,Diner in the Park,0.15384134900000002,0.583053801,0.157516002,0.038181227000000005,0.055420403,0.0007090210000000001,0.0,0.513725813,0.214917442,0.083321874,0.0035733109999999996,0.175640219,good_topic2,"bad_topic2,bad_topic3,bad_topic6"
1256,Dinger's Deli,0.46537700000000004,0.13771698599999999,0.298730135,0.008565448,0.074110081,0.004667286,0.0,0.705040812,0.110170923,0.103017211,0.0,0.077467903,good_topic1,"bad_topic2,bad_topic3,bad_topic4"
1257,Dirty Martin's Place,0.009910687,0.037905345,0.17654325399999998,0.551834836,0.09240837,0.119660671,0.02551551,0.591168419,0.165572097,0.099393726,0.0076086769999999995,0.10379660800000001,good_topic4,"bad_topic2,bad_topic3,bad_topic6"
1258,Discover Wings,0.0,0.0,0.24979172600000002,0.7318058609999999,0.0,0.0,0.0,0.775552928,0.0,0.205320925,0.0,0.0,good_topic4,"bad_topic2,bad_topic4"
1259,Discovery Cafe,0.0,0.7901893259999999,0.0,0.0,0.0,0.19631286,0.0,0.537830144,0.285159533,0.042736188,0.0,0.127768405,good_topic2,"bad_topic2,bad_topic3,bad_topic6"
1260,Dish,0.194189764,0.461131446,0.19877881100000003,0.014776721000000001,0.08587231599999999,0.034384586,0.0,0.490873185,0.363261634,0.086640131,0.0,0.048090815999999995,good_topic2,"bad_topic2,bad_topic3"
1261,Dish Gourmet,0.34513681,0.262624145,0.13908137,0.0,0.127288269,0.114837805,0.01228635,0.512313989,0.227484745,0.129371926,0.003633817,0.109043956,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1262,Displace Hashery,0.0,0.04150249,0.16714926300000002,0.09954641,0.17097310300000002,0.510403164,0.004260389,0.475558004,0.214939772,0.162460735,0.008155195,0.12859401199999998,good_topic6,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1263,District 118 Kitchen and Bar,0.145232309,0.072888059,0.030795838,0.080399199,0.461988109,0.19858123,0.05187346599999999,0.50790961,0.220450459,0.14205879800000001,0.014122675,0.057439573,good_topic5,"bad_topic2,bad_topic3,bad_topic4"
1264,District 45,0.128429567,0.10605213699999999,0.009519853,0.013425307,0.331429453,0.40140921799999996,0.036287018,0.469562763,0.25643427399999996,0.109820506,0.010995787,0.1118752,good_topic6,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1265,District North,0.271090535,0.047043431,0.106115545,0.024567696,0.28412637,0.256445453,0.0,0.55011481,0.203540372,0.057780112,0.0,0.18177092600000003,good_topic5,"bad_topic2,bad_topic3,bad_topic6"
1266,Dive In Dessert Cafe,0.08542411300000001,0.35680072,0.33912835700000005,0.0,0.153596765,0.05605047,0.0,0.424639761,0.347078919,0.165663615,0.058411017,0.0,good_topic2,"bad_topic2,bad_topic3,bad_topic4"
1267,Dixie Tavern,0.0,0.026546222999999997,0.186908193,0.031203965,0.246670377,0.49734197700000005,0.024727087999999998,0.483090356,0.272601286,0.109377589,0.007081714,0.095268586,good_topic6,"bad_topic2,bad_topic3,bad_topic4"
1268,Dixon Diner,0.060568957,0.584013061,0.082389988,0.1406187,0.12152946199999999,0.0,0.033438943,0.587496415,0.095410436,0.071500987,0.042088285,0.16169550300000002,good_topic2,"bad_topic2,bad_topic6"
1269,Doc Green's,0.44846525,0.17205768800000001,0.063086294,0.119537465,0.186279673,0.0,0.012059084,0.494707806,0.228112464,0.17730179100000001,0.0,0.08071724,good_topic1,"bad_topic2,bad_topic3,bad_topic4"
1270,Doc Green's Gourmet Salads & Grill,0.5559648460000001,0.151048584,0.10123025599999999,0.014061841,0.101186966,0.066450596,0.022919471,0.48473140600000003,0.26698179699999997,0.126405839,0.004166465,0.08791273699999999,good_topic1,"bad_topic2,bad_topic3,bad_topic4"
1271,Doc Green's Gourmet Salads & Sandwich Bar,0.339378954,0.262579103,0.09529782,0.029396832999999997,0.22741770100000003,0.032814033,0.025512062999999998,0.514971414,0.264521138,0.106861975,0.003537878,0.07634720099999999,good_topic1,"bad_topic2,bad_topic3,bad_topic4"
1272,Doc's Cheese Grill,0.551769176,0.062091827,0.107660715,0.08586051300000001,0.175417837,0.007174306,0.040343036,0.600987887,0.245615345,0.00909926,0.0,0.092059026,good_topic1,"bad_topic2,bad_topic3"
1273,Doc's Food & Spirits,0.008749724,0.014697358999999998,0.13344562199999999,0.12587362,0.269334554,0.436312165,0.031905187,0.5177365970000001,0.241702907,0.095642541,0.004262538,0.102122373,good_topic6,"bad_topic2,bad_topic3,bad_topic6"
1274,Doc's Motorworks 38th,0.028168644,0.033967889,0.093213688,0.11454843099999999,0.42084191200000004,0.29611271899999997,0.030693419,0.521668195,0.25731592600000003,0.098774164,0.009753742,0.074101964,good_topic5,"bad_topic2,bad_topic3"
1275,Dock & Roll Diner,0.303510134,0.014140013,0.164099199,0.092131664,0.405344039,0.012627215,0.024913143,0.467413255,0.235379158,0.15563031,0.033159779,0.075599577,good_topic5,"bad_topic2,bad_topic3,bad_topic4"
1276,Dock 125,0.09714911,0.100144865,0.01977128,0.061158625999999994,0.546086989,0.163806611,0.017586271,0.507968272,0.22343584600000002,0.152770297,0.0,0.094162435,good_topic5,"bad_topic2,bad_topic3,bad_topic4"
1277,Dock and Roll Diner,0.206584448,0.005422756,0.080866436,0.16760394,0.470276418,0.060741080999999995,0.01422788,0.507437163,0.229307663,0.159460623,0.004809346,0.076734524,good_topic5,"bad_topic2,bad_topic3,bad_topic4"
1278,Dockers Family Restaurant,0.022765643,0.567840616,0.225031145,0.078714114,0.050446310999999994,0.047085789,0.020705479,0.445753809,0.298705478,0.143555292,0.0,0.08424973599999999,good_topic2,"bad_topic2,bad_topic3,bad_topic4"
1279,Dockside Oyster Bar & Seafood Restaurant,0.10118427099999999,0.0,0.0,0.045720294,0.701477893,0.131249651,0.017329413000000002,0.59259114,0.17016435800000002,0.091437601,0.01824729,0.101244396,good_topic5,"bad_topic2,bad_topic3,bad_topic6"
1280,Dockside Restaurant,0.012676683999999999,0.043087187,0.100125983,0.11393716599999999,0.31648404199999997,0.401809045,0.021874623,0.518553425,0.22837248699999999,0.089343633,0.008107441,0.12618644199999998,good_topic6,"bad_topic2,bad_topic3,bad_topic6"
1281,Dog Haus Biergarten,0.062710055,0.064506399,0.128951389,0.286085517,0.279162811,0.167878995,0.052112342,0.543796003,0.185582398,0.10648015300000001,0.0,0.105659863,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1282,Dog Haus Ghost Kitchen,0.135711651,0.0,0.006965405,0.7343342009999999,0.110445015,0.0,0.0,0.587085903,0.250793065,0.080377159,0.0,0.07950961,good_topic4,"bad_topic2,bad_topic3"
1283,Dogs R US Grill,0.04468725900000001,0.068609436,0.066469814,0.434316715,0.24801001,0.125911527,0.016814447,0.535373479,0.262159128,0.038964209,0.0,0.141617695,good_topic4,"bad_topic2,bad_topic3,bad_topic6"
1284,Dolce Finale,0.078262416,0.505879919,0.269875228,0.0,0.126174154,0.014548267,0.0,0.59114933,0.30033952,0.063460127,0.0,0.036972806000000004,good_topic2,"bad_topic2,bad_topic3"
1285,Dolce Gelato,0.172805507,0.18307949,0.516931134,0.0,0.0,0.116105012,0.016506224,0.468174905,0.27617848899999997,0.190901818,0.0,0.042930797,good_topic3,"bad_topic2,bad_topic3,bad_topic4"
1286,Dolce Vita,0.064325507,0.29117822600000004,0.257538989,0.00219869,0.037551381,0.33861939700000004,0.013100813000000001,0.48766746299999997,0.30123676,0.1046755,0.004796252,0.082175707,good_topic6,"bad_topic2,bad_topic3,bad_topic4"
1287,Domenic's,0.5157949079999999,0.105434214,0.297794826,0.005483836,0.05174441,0.012924615,0.051095697999999995,0.5179189129999999,0.230786305,0.119235406,0.013707488,0.059421697999999995,good_topic1,"bad_topic2,bad_topic3,bad_topic4"
