names,0
Casablanca Restaurant and Bakery,good_topic1
Casba Mediterranean Cafe,good_topic3
Cascade Burger,good_topic4
Cascade Grill,good_topic3
Casey's Diner,good_topic3
Casino El Camino,good_topic4
Caspian Restaurant & Catering,good_topic5
Castagna Restaurant,good_topic6
Cat & Fiddle Pub,good_topic6
Cat Mountain Grill,good_topic4
Catalyst Cafe,good_topic2
Cathedral Park Restaurant,good_topic6
Cathie's Cafe,good_topic2
Cavallari Gourmet,good_topic3
Cecilia's Southern Table,good_topic5
Cedar Cafe,good_topic1
Cedar Door Patio Bar & Grill,good_topic5
Cedo's Falafel and Gyros,good_topic1
Celebrity Delly,good_topic2
Celery City Craft,good_topic6
Cenote,good_topic2
Central Bistro,good_topic6
Central Donut,good_topic3
Central Market Cafe,good_topic6
Century Bar,good_topic6
Ceo Coq Et Oeufs,good_topic6
Cerra's Market,good_topic3
Ceviche7,good_topic1
Cha Lua Bakery And Deli,good_topic1
Cha Shu Coffee and Bubble Tea,good_topic2
Chacarero,good_topic1
Chachi's Coquitlam Centre,good_topic1
Chago's Caribbean Cuisine,good_topic5
Challah Food Truck,good_topic1
Champs Deli Bakery & Cafe,good_topic3
Characters Bar & Grill,good_topic3
Charles Street Market,good_topic3
Charley's Grilled Subs,good_topic3
Charley's Philly Steaks,good_topic3
Charleys Philly Steaks,good_topic3
Charleys Philly Steaks & Wings,good_topic5
Charleys philly steak,good_topic4
Charlie's Bagels,good_topic3
Charlie's Deli & Delivery,good_topic1
Charlie's Kitchen,good_topic6
Charlie's Roast Beef,good_topic1
Charlie's Sandwich Shoppe,good_topic2
Chau Bakery,good_topic1
Che-licious Desserts & Snacks,good_topic1
Cheba Hut,good_topic3
Cheba Hut Toasted Subs,good_topic3
Checkers,good_topic3
Checkers Drive-In Restaurant,good_topic3
Chedd's Gourmet Grilled Cheese,good_topic1
Cheddar Jack's,good_topic5
Cheddar's Scratch Kitchen,good_topic5
Cheeburger Cheeburger,good_topic4
Cheeburger Cheeburger Express,good_topic4
Cheers,good_topic6
Cheers - Faneuil Hall,good_topic5
Cheers Altamonte,good_topic6
Cheers Seafood And Grill,good_topic5
Cheese Bar,good_topic6
Cheese Mac鈥檔 Me Crazy,good_topic1
Cheeseboy,good_topic1
Cheeseburger Bobby's,good_topic4
Cheeseburger in Paradise,good_topic5
Cheesesteak Nirvana,good_topic1
Cheesy Bistro,good_topic1
Chef Rich's Kitchen,good_topic4
Cheryl鈥檚 on 12th,good_topic2
Chestnut Hill Restaurant,good_topic2
Chevron,good_topic3
Chewie's Chicken & Biscuits,good_topic2
Chez Maxime,good_topic1
Chez Meme Baguette Bistro,good_topic1
Chez Remy La Sandwicherie,good_topic1
Chi Phi - A Taste of Two Cities,good_topic5
Chi-Town Chicago Style Eatery,good_topic4
Chi-Town Hot Dogs Chicago Style Eatery,good_topic4
ChiMec Fried Chicken & Burger,good_topic1
Chibi's Boba,good_topic2
Chic-N-Gyro,good_topic1
Chicago Subs,good_topic1
Chick-fil-A,good_topic3
Chicken Guy!,good_topic1
Chicken Lou's,good_topic3
Chicken Salad Chick,good_topic1
Chickpeas Fresh Mediterranean Kitchen,good_topic5
Chicon,good_topic6
Chiffon Patisserie,good_topic2
Chili's,good_topic5
Chimiking Food Truck,good_topic1
Chimiking Poinciana,good_topic1
China Buffet,good_topic2
Chit Chat Burger Bar,good_topic6
ChkChk,good_topic1
Chocolate Drop,good_topic4
Chompers Growlers & Cantina Cantinflas,good_topic5
Chop,good_topic1
Chop Butchery & Charcuterie,good_topic1
Chop Charcuterie,good_topic1
Chop n Toss,good_topic2
Chopollos,good_topic1
Christie's Restaurant,good_topic3
Christine's,good_topic3
Christo's Cafe,good_topic2
Christopher's,good_topic6
Christopher's Cafe,good_topic2
Christopher's Restaurant,good_topic2
Chu-Mikal's Cafe,good_topic2
Chubby's Hot Dogs & Subs,good_topic4
Chuck's Deli and Coffeehouse,good_topic2
Chuck's Famous,good_topic5
Chuck's Place,good_topic2
Chung's Fish And Chips & Seafood Restaurant,good_topic5
Church Street Tavern,good_topic6
Church's Chicken,good_topic3
Chutney's,good_topic1
Cibo Cafe & Bistro,good_topic2
Cinch Grill,good_topic6
Cinnamons Bakery & Cafe,good_topic3
Cioffi's Meat Market & Deli,good_topic1
Cissi's Market,good_topic3
Citadel Cafe & Restaurant,good_topic2
City Feed & Supply,good_topic3
City Feed and Supply,good_topic3
City Sandwich,good_topic1
CitySide Tavern,good_topic6
Claim Jumper Restaurant & Saloon,good_topic5
Clam Shack,good_topic5
Classic Cafe,good_topic2
Clear Conscience Cafe,good_topic3
Cleary's Restaurant & Spirits,good_topic5
Clermont Oyster Bar,good_topic5
Clerys,good_topic6
Clinton Street Coffeehouse,good_topic2
Clive's Public House,good_topic6
Clover BLV,good_topic1
Clover Food Lab,good_topic1
Clover Food Truck,good_topic1
Club 205,good_topic3
Cluck N Mooh,good_topic4
Cluck-A-Doodle-Doo,good_topic5
Cluck-N-Burger,good_topic4
Cluck-n-Burger,good_topic4
Co-Zi Cafe,good_topic2
Coast to Coast Fish House,good_topic5
Coastal Grill & Bar at Regal Oaks Resort,good_topic5
Coasters Brew Pub,good_topic5
Coco Cabana,good_topic5
Coco et Olive Fine Foods & Cafe,good_topic2
Cocobeet,good_topic2
Coda,good_topic6
Code 10,good_topic3
Cody's On 4th,good_topic2
Coffee Factory and Cafe,good_topic2
Coffee Station,good_topic2
Cold Brew Bar,good_topic2
Cold Cookie Company,good_topic2
Colleen's Ice Cream & Sandwich Shop,good_topic2
College Park Caf茅,good_topic2
Colonial Lanes,good_topic6
Colonial Room,good_topic2
Columbus Sandwich Company,good_topic2
Comella's,good_topic3
Comfortably Yum,good_topic4
Coming Home Cafe,good_topic2
Commercial Street Cafe,good_topic3
Common Ground Coffee Roasters,good_topic2
Commons Cafe,good_topic1
Commonwealth Restaurant and Market,good_topic5
Commonwealth Sandwich Bar,good_topic1
Compliments Food,good_topic1
Concord Avenue Cafe,good_topic3
Concord Provisions & Country Kitchen,good_topic3
Concord Teacakes,good_topic3
Condesa Coffee,good_topic2
Conley's Pub & Grille,good_topic6
Conrad's Restaurant,good_topic5
Contrada's Coffee,good_topic2
Cook Out,good_topic4
Cookie Cabana,good_topic2
Cooking With Melodies,good_topic5
Cooper's Coffee,good_topic3
Cooper's Hawk Winery & Restaurant - Waterford Lakes,good_topic5
Cooper's Sandwiches,good_topic2
Copeland Deli,good_topic2
Coqui,good_topic5
Cornell Farm Cafe,good_topic2
Cornell Oaks Cafe,good_topic2
Corner Bakery Cafe,good_topic2
Corner Bakery Caf茅,good_topic2
Corner Bistro,good_topic3
Corner Cafe,good_topic3
Corner Office Gourmet,good_topic5
Corner Saloon,good_topic6
Corner Stop Eatery,good_topic5
Corner Tavern - Hapeville,good_topic6
Cornerstone Deli & Caf茅,good_topic1
Cornucopia Foods,good_topic3
Corona Coffee,good_topic2
Cosi,good_topic3
Costello's Travel Cafe,good_topic2
Cos矛,good_topic1
Cottage Deli Soup and Sandwich,good_topic1
Counter Cafe East,good_topic2
Counter Culture Frozen Yogurt,good_topic3
Country Cookin Diner,good_topic2
Country Kitchen,good_topic1
Courtyard Restaurant at Kennedy School,good_topic5
Cousins Subs,good_topic2
Coven,good_topic3
Covert Neighbourhood Cafe,good_topic2
Cow Bells,good_topic4
Cozee Cafe,good_topic2
Cozmos Cafe + Bistro,good_topic2
Cozy Burger,good_topic4
Cozy Burger Town,good_topic4
Crab Park Chowdery,good_topic1
Crackerjacks Seafood,good_topic5
Craft PDX,good_topic5
Crafted Block & Brew,good_topic6
Craig's Cafe,good_topic2
Craigie Burger,good_topic4
Cranberry Cafe,good_topic2
Crave,good_topic5
Crave Grille,good_topic4
Cravings,good_topic5
Cravings Carryout Cafe,good_topic3
Crawfish Shack Seafood,good_topic5
Cray Eatery & Drinkery,good_topic6
Cray Kitchen & Bar,good_topic5
Crazee Mule Pub & Grill,good_topic6
Crazy Cuban,good_topic1
Crazy Good Wings,good_topic2
Crazy Pollo Latin Grill,good_topic5
Crazy Ricky's,good_topic6
Cream & Sugar,good_topic2
Creations Cafe,good_topic2
Creatures Of Habit Espresso,good_topic2
Creatwood Tavern,good_topic5
Crema Cafe,good_topic2
Cricket's Bar & Grill,good_topic5
Crisp Salads,good_topic1
Crispers,good_topic5
Crispy Cod,good_topic5
Croissant Du Jour,good_topic3
Croissant Gourmet,good_topic2
Crossroads Coffee Cafe,good_topic2
Crossroads Farm to Truck,good_topic1
Crossroads Irish Pub,good_topic6
Crown Cafe,good_topic2
Crown Fried Chicken,good_topic5
Crowsenberg's Half & Half,good_topic3
Cruiser's Drive-In,good_topic4
Crumpy's Hot Wings,good_topic4
Cuba Cuba Sandwicheria,good_topic1
Cuban Cafe La Tinaja,good_topic5
Cuban Sandwich Cafe,good_topic1
Cuban Sandwiches In Town,good_topic1
Cuban Sandwiches On the Run,good_topic1
Cuban Sandwiches To Go,good_topic1
Cubano's ATL,good_topic1
Culinary Delights,good_topic3
Cultivate Food and Coffee,good_topic2
Cultured Caveman,good_topic1
Cultures,good_topic2
Culver's,good_topic4
Culver's - Austin,good_topic4
Cuon - Vietnamese Street Food,good_topic1
Cuong's Vegan Sandwiches,good_topic1
Cup & Saucer Cafe,good_topic2
Cup Coffee,good_topic2
Cup O' Joe,good_topic3
Cupidone Coffee House,good_topic2
Cups & Cones,good_topic3
Cupz & Cake,good_topic1
Cured,good_topic3
Cured West,good_topic3
Cusser's Roast Beef and Seafood,good_topic1
Custom Chef,good_topic1
Cutty's,good_topic1
Cypress Mountain Crazy Raven Bar and Grill,good_topic5
Cypress Street Pint & Plate,good_topic6
D Cafe and Catering,good_topic2
D Street Cafe,good_topic2
D' Angelo's,good_topic3
D'Amici's Bakery,good_topic3
D'Angelo,good_topic3
D'Angelo - Natick,good_topic3
D'Angelo Grilled Sandwiches,good_topic3
D'Angelo Sandwich Shops,good_topic3
D'Angelo's Sandwich Shops,good_topic3
D'Angelos,good_topic3
D'Oro Palazzo,good_topic5
D'amici's Bakery,good_topic3
D'angelo Sandwich Shops,good_topic5
D'angelo's,good_topic1
D-Luxe Burger,good_topic4
DA Boot Poboys,good_topic5
DC Vegetarian,good_topic1
DD Mau,good_topic1
DD Mau Chinatown,good_topic1
DICED Discovery Cafe,good_topic2
DJ's Market,good_topic3
DK Maria's Legendary Tex-Mex,good_topic5
Dabakh Restaurant,good_topic1
Daddy Jones,good_topic6
Daddy Mojo's Cafe,good_topic6
Daddy's Bonetown Burgers,good_topic4
Daddy's Dogs,good_topic4
Dado Tea,good_topic2
Dae-Ji Cutlet House,good_topic1
Daft Burger,good_topic4
Daikon - Banh Mi Shop,good_topic1
Daily Cafe,good_topic2
Daily Donuts,good_topic3
Dairy Joy,good_topic3
Dairy Queen,good_topic3
Dairy Queen / Orange Julius,good_topic3
Dairy Queen Grill & Chill,good_topic3
Daisy Buchanan's,good_topic6
Daisy Cafe,good_topic2
Daisy Sandwiches & Such,good_topic2
Dalina,good_topic2
Dan's Family Restaurant,good_topic2
Dan's Hamburgers,good_topic4
Dan's Hamburgers - Austin,good_topic4
Dan's Hamburgers - Buda,good_topic4
Dancing Pigs Deli,good_topic1
Dandelion Community Caf茅,good_topic2
Dang Kitchen,good_topic1
Daniel Le Chocolat Belge,good_topic3
Daniel le Chocolat Belge,good_topic3
Daniel's Cheesesteak House,good_topic3
Daniella's Cafe and Market,good_topic5
Danny's Broasted Chicken,good_topic5
Danny's Delicious Deli,good_topic1
Danny's Subs,good_topic1
Dan鈥檚 Deli,good_topic3
Dapper Duck Bar,good_topic6
DarSalam,good_topic6
Darcy's Cafe,good_topic2
Dark Horse,good_topic6
Darwin's,good_topic3
Darwin's Burgers and Blues,good_topic6
Darz Cafe,good_topic1
Dash Cafe,good_topic1
Dates & Olives,good_topic1
Dates and Olives - Natick,good_topic1
Dave & Buster's,good_topic5
Dave's Cosmic Subs,good_topic3
Dave's Fresh Pasta,good_topic1
Dave's Tacos,good_topic1
Davenport's Ale House,good_topic5
David's World Famous,good_topic1
Davis Bakery and Company,good_topic2
Davood's Bistro,good_topic2
Dawa,good_topic5
Daylight Donuts and Cafe,good_topic2
Deag's Local Diner,good_topic2
Deb's Blazin Grill,good_topic4
Debary Diner,good_topic5
Decca,good_topic2
Deeply Coffee,good_topic2
Deja Brew,good_topic2
Delaney's Diner,good_topic2
Delaney鈥檚 Diner,good_topic2
Delano On The Park,good_topic6
Delany's Coffee,good_topic2
Delaware Sub Shop,good_topic3
Delaware Subs,good_topic3
Delaware Subs & Cheesesteaks,good_topic3
Deli 111,good_topic2
Deli Boys,good_topic3
Deli One,good_topic2
Deli Zone,good_topic3
Deli Zone Gunbarrel,good_topic3
Delicious,good_topic6
Delray Cafe,good_topic4
Delray Diner - Marietta,good_topic5
Delta's Restaurant,good_topic5
Deluxe Station Diner,good_topic2
Deluxe Town Diner,good_topic2
Demarco's Sandwiches,good_topic1
Demet's Donuts,good_topic3
Demo's Grille,good_topic3
Demos,good_topic5
Dempsey's Food & Spirits,good_topic5
Denny's,good_topic5
Depasquale's,good_topic3
Derby Joe,good_topic3
Deschutes Brewery Portland Public House,good_topic6
Designer Greens - Orlando,good_topic1
Desta Ethiopian Kitchen,good_topic6
Detour Cafe,good_topic2
Devaki's Deli,good_topic1
Devaney's Sports Pub,good_topic6
Devenney's Irish Pub,good_topic5
Devil's Dill Sandwich Shop,good_topic1
Dex Gourmet Burger Bar,good_topic4
Dexter's - Winter Park,good_topic5
DiBella's Subs,good_topic3
Diana's Avalon Park,good_topic5
Diben's Burgers and Wings,good_topic4
Dick's Kitchen,good_topic4
Dick's Primal Burger,good_topic4
Dickens Coffee & Tea Room,good_topic2
Dickie Jo's Burgers,good_topic4
Diesel Cafe,good_topic3
Dimino's Sub Sandwiches,good_topic3
Diner in the Park,good_topic2
Dinger's Deli,good_topic1
Dirty Martin's Place,good_topic4
Discover Wings,good_topic4
Discovery Cafe,good_topic2
Dish,good_topic2
Dish Gourmet,good_topic1
Displace Hashery,good_topic6
District 118 Kitchen and Bar,good_topic5
District 45,good_topic6
District North,good_topic5
Dive In Dessert Cafe,good_topic2
Dixie Tavern,good_topic6
Dixon Diner,good_topic2
Doc Green's,good_topic1
Doc Green's Gourmet Salads & Grill,good_topic1
Doc Green's Gourmet Salads & Sandwich Bar,good_topic1
Doc's Cheese Grill,good_topic1
Doc's Food & Spirits,good_topic6
Doc's Motorworks 38th,good_topic5
Dock & Roll Diner,good_topic5
Dock 125,good_topic5
Dock and Roll Diner,good_topic5
Dockers Family Restaurant,good_topic2
Dockside Oyster Bar & Seafood Restaurant,good_topic5
Dockside Restaurant,good_topic6
Dog Haus Biergarten,good_topic4
Dog Haus Ghost Kitchen,good_topic4
Dogs R US Grill,good_topic4
Dolce Finale,good_topic2
Dolce Gelato,good_topic3
Dolce Vita,good_topic6
Domenic's,good_topic1
Don Juan Corner Cafe,good_topic5
Don Pedro,good_topic3
Don's Dugout,good_topic6
Donegal's Irish House,good_topic6
Donnell's Bar,good_topic6
Donut & Kolache Express,good_topic3
Donut King,good_topic3
Donut Tacos Palace I,good_topic3
Donuts Galore,good_topic3
Dot 2 Dot Caf茅,good_topic2
Dots Cafe,good_topic6
Dotty & Ray's,good_topic5
Double Dragon,good_topic1
Doug's Day Diner - Boulder,good_topic2
DoveCote Restaurant,good_topic5
Down to Earth Cafe,good_topic2
Downstairs Cafe,good_topic3
Downtown Burgers,good_topic4
Downtown CREDO,good_topic3
Downtown Freddie Brown,good_topic3
Dr Philly Cheese Steak,good_topic1
Draft Pick,good_topic6
Drakes Haus,good_topic4
Dressed,good_topic1
Drexel Radio Caf茅,good_topic1
Drink,good_topic6
Drip,good_topic2
Drunken Monkey Coffee Bar,good_topic2
Dublin Calling,good_topic6
Dublin Castle Neighbourhood Grill,good_topic6
Dudley Cafe,good_topic2
Duffin's Donuts,good_topic3
Duffy's Sports Grill,good_topic5
Duke's on Broadway,good_topic2
Dulin's Village Cafe,good_topic2
Dundas Eat + Drink,good_topic1
Dunkin',good_topic3
Durango Steakhouse,good_topic5
Dylan's Deli,good_topic1
ESPN Club - Temporarily Unavailable,good_topic6
EVOO Restaurant,good_topic6
EVOS,good_topic4
EXP Restaurant + Bar,good_topic6
Eagle's Deli,good_topic4
Earl of Sandwich,good_topic1
Early Harvest Diner,good_topic2
Earth Burgers,good_topic4
East Boston Farm Stand,good_topic2
East Coast Wings & Grill,good_topic5
East Side Cafe,good_topic2
East Side Craft House,good_topic6
East Side Deli - Madison,good_topic1
East Side Delicatessen,good_topic3
East Side Wings & Grill,good_topic1
Eastside Bistro,good_topic5
Easy Living Deli & Catering,good_topic3
Easy Tiger,good_topic6
Eat Kitchen,good_topic2
Eat Street Cafe,good_topic3
Eat This!,good_topic1
Eat Well Kitchen,good_topic2
Eatin' Healthy,good_topic3
Echo Cafe,good_topic2
Eclectic Kitchen,good_topic2
Ed's Daily,good_topic6
Eden Bar,good_topic6
Eden Burger,good_topic4
Eden's Fresh,good_topic2
Eden's Fresh Co.,good_topic2
Edge Catering,good_topic5
Edge Coffee,good_topic2
Egg Harbor Caf茅,good_topic2
EggHolic - Dublin,good_topic1
Eggs and Oats,good_topic2
Egyptian Bros,good_topic1
Einstein Bros Bagels,good_topic3
Einstein Bros. Bagels,good_topic3
Einstein Brothers Bagels,good_topic3
El Bandido Mex Mex Grill,good_topic5
El Furniture Warehouse - Hastings,good_topic5
El Mambo,good_topic1
El Mercado,good_topic5
El Punto Sandwich,good_topic1
El Sapo,good_topic4
El Super Pan,good_topic1
El Super Pan The Battery Atlanta,good_topic5
Eldorado's Food & Spirits,good_topic6
Element Lounge,good_topic6
Elena's Cafe,good_topic3
Elephants Delicatessen at South Waterfront,good_topic3
Elephants in the Park,good_topic6
Elephants on Corbett,good_topic2
Elevation Burger,good_topic4
Elevator Cafe and Commons,good_topic2
Eli's,good_topic2
Eli谩 Athenian Grill,good_topic1
Elka Bee's Coffee Shop & Tea Haus - Clackamas,good_topic2
Elliott Street Deli & Pub,good_topic6
Elliott's Public House,good_topic2
Elm Street Taproom,good_topic6
Emerald City Bagels,good_topic3
Emerald Point Bar & Grill,good_topic6
Emeril's Orlando,good_topic5
Emilio's Homemade Italian Subs & Dinners,good_topic1
Emmet's Irish Pub & Restaurant,good_topic6
Emmets of Norwood,good_topic5
Emojis Grilled Cheese Bar,good_topic1
Empire State South,good_topic1
Enchiladas Y Mas,good_topic3
Endicott Grille,good_topic6
Energize,good_topic2
English Garden Tea Cafe,good_topic2
Enigma Restaurant,good_topic5
Entrees Hot Chicken & Gourmet Butter Burgers,good_topic5
Eola Wine Company,good_topic6
Epicurean Caffe Bistro,good_topic3
Epoch Coffee,good_topic3
Equal Exchange Cafe,good_topic2
Era's Tiny Diner,good_topic4
Erbert and Gerbert's Sandwich Shop,good_topic3
Erhard's European Bakery,good_topic3
Escudos Restaurante Y Barra,good_topic5
Eskimo Queen,good_topic3
Espresso Love,good_topic2
Espresso Yourself Music Cafe,good_topic6
Esquite,good_topic1
Esteban's,good_topic5
Ethel and Andy's Sandwich Shop,good_topic2
Ethical Kitchen,good_topic2
Ethos Vegan Kitchen,good_topic1
Etta,good_topic4
Eureka!,good_topic5
Euro Bagel Cafe,good_topic2
Euro Food Plus,good_topic3
Euro Pastry House,good_topic1
Europe Old Fashion Bakery & Deli,good_topic3
Everglazed Donuts & Cold Brew,good_topic3
Everything Cafe,good_topic3
Evoe,good_topic3
Evos Prado,good_topic5
Exodus Bagels,good_topic3
Express Cafe,good_topic2
Express Gourmet,good_topic1
Extreme Pita,good_topic1
F & B Cafe - Arthouse,good_topic2
F N Goode Burgers,good_topic4
FARE Food Truck,good_topic3
FATE Brewing Company,good_topic6
FK Your Diet,good_topic5
Fable Diner,good_topic2
Factory On Fourth,good_topic6
Fado Pub & Kitchen,good_topic5
Fairview Pub,good_topic6
Fame's Diner,good_topic1
Family Fare Restaurant,good_topic2
Family Wings & Philly,good_topic5
Famous Rob's Soul Food,good_topic5
Farm Burger,good_topic4
Farm Burger - Dunwoody,good_topic4
Farm House Cafe,good_topic3
Farm Spirit,good_topic6
Farm To Ladle,good_topic1
Farmer's Market Kitchen,good_topic1
Fat Biscuit,good_topic2
Fat Duck Mobile Eatery,good_topic1
Fat Head's Brewery,good_topic6
Fat Sal's Deli - Austin,good_topic3
Fat Shack,good_topic4
Fat Straw,good_topic2
Fat Sub,good_topic3
Fatburger,good_topic4
Faux Real Burger,good_topic3
Fazenda Cafe,good_topic2
Feast,good_topic5
Feathered Nesst,good_topic6
Feed Me Sandwich Kings,good_topic1
Fenway Johnnie's,good_topic6
Fern Kitchen,good_topic2
Fernando's Mundo Fiesta,good_topic3
Ferns Country Store,good_topic2
Ferry Street Grille,good_topic2
Festal Paleo Cafe,good_topic2
Fets Whisky Kitchen,good_topic6
Field & Vine,good_topic6
Figaro's,good_topic3
Figaro's Revere Beach,good_topic5
Figlia Americana,good_topic2
Figure 8 Coffee Purveyors,good_topic2
Fill-A-Buster,good_topic3
Fin & Feathers,good_topic5
Finagle A Bagel,good_topic2
Finagle a Bagel,good_topic3
Finagle-A-Bagel,good_topic3
Finch's Market,good_topic3
Finch's Tea & Coffee House,good_topic1
Finicky's Bagel Cafe,good_topic3
Fiore's Bakery,good_topic2
Fiouna's Persian Fusion Cuisine,good_topic1
Firebirds Wood Fired Grill,good_topic5
Firefighters Public House,good_topic5
Firefly American Bistro,good_topic5
Firehouse Subs,good_topic3
Firesoul,good_topic4
First City Central Marketplace & Bistro,good_topic6
First House Pub,good_topic6
Fiskie's Cafe,good_topic3
Five Guys,good_topic4
Five Guys Burger & Fries,good_topic4
Five Guys Burgers & Fries,good_topic4
Five Guys Burgers and Fries,good_topic4
Five Guys Famous Burgers & Fries,good_topic5
Five Thymes Five,good_topic4
Flamers Grill,good_topic3
Flanagan's Pub,good_topic6
Flanagan's Sports Pub,good_topic6
FlapJack Johnny's,good_topic2
Flat Breads,good_topic3
Flat Patties,good_topic4
Flat Top Burger Shop,good_topic4
Flatiron Restaurant & Bar,good_topic6
Flatiron Tavern,good_topic4
Flavor 91 Bistro,good_topic4
Flavor Cafe Bakery,good_topic5
Fleck,good_topic3
Fletchers Restaurant & Bar,good_topic6
Flew the Coop,good_topic1
Flip Burger Boutique,good_topic4
Flip Side,good_topic4
Flip Spot,good_topic4
Flip The Bird,good_topic1
Flippin Burger,good_topic4
Flippin Burgers,good_topic4
Floramo's Deli,good_topic3
Flour Bakery & Cafe,good_topic3
Flour Bakery + Cafe,good_topic2
Flour Bakery + Caf茅,good_topic2
Fly Burger Bar Boutique,good_topic5
Flying Biscuit Cafe,good_topic2
Flying Biscuit Caf茅 - Brookhaven,good_topic2
Flying Biscuit Caf茅 - Howell Mill,good_topic2
Flying Elephants at Fox Tower,good_topic2
Flying Elephants at Kruse Way,good_topic2
Flying Elephants at PDX,good_topic3
Flying Falafel & Po' Boys,good_topic5
Flying Pig Provision,good_topic1
Flying Saucer Draught Emporium,good_topic6
Flyrite,good_topic1
Flyrite Chicken,good_topic4
FoPo Tavern,good_topic6
Food Fight! Grocery,good_topic3
Food Food,good_topic3
FoodHeads,good_topic1
Foode Cafe & Catering,good_topic5
Foodies On Board,good_topic1
Foolish Craig's Cafe,good_topic2
Ford's Garage,good_topic5
Ford's Garage- Orlando,good_topic5
Fordee's Falafel & Deli,good_topic1
Foreign & Domestic,good_topic5
Forest Hills Diner,good_topic2
Fork In The Road,good_topic4
Fornax Bread Company,good_topic3
Fort Hill Bar & Grill,good_topic6
Fortissimo Coffeehouse,good_topic2
Foster & Dobbs,good_topic6
Foster Burger,good_topic4
Four Brothers,good_topic1
Four Burgers,good_topic4
Fourth & CO,good_topic6
Frack Burger,good_topic4
Fran's Hamburgers,good_topic4
Francesca's Caf茅,good_topic3
Francesca's Kitchen,good_topic3
Frank & Steins,good_topic6
Frankie's Place Downtown Eatery,good_topic2
Franks-n-Fries,good_topic4
Franky 'N the Boys,good_topic3
Fray,good_topic4
Frazier's Long and Low,good_topic6
Fred's Meat & Bread,good_topic4
Freddy's Frozen Custard & Steakburgers,good_topic4
Freddy's Frozen Custard and Steakburgers,good_topic4
Freedom A La Cart,good_topic1
French Memories,good_topic2
French Press Bakery & Cafe,good_topic2
Fresco's Roast Beef & Seafood,good_topic5
Fresh City,good_topic5
Fresh Donuts,good_topic2
Fresh Grill Burgers & Fries,good_topic4
Fresh Kitchen,good_topic2
Fresh Made Kitchen,good_topic2
Fresh On the Fly,good_topic5
Fresh Start Cafe and Bakery,good_topic3
Fresh Thyme Soup Co,good_topic1
Fresh To Order,good_topic5
Freshbox Catering,good_topic1
Freshii,good_topic2
Fresser's Delicatessen,good_topic3
Fricano's Deli,good_topic3
Frickin Fried Chicken,good_topic1
Fried Egg I'm In Love,good_topic1
Fried Egg I'm in Love,good_topic1
Friendly Confines,good_topic6
Friendly Confines Metro West,good_topic5
Friendly's,good_topic5
Friendlys,good_topic4
Frisch's Big Boy,good_topic5
Froco,good_topic2
Froggers Grill & Bar,good_topic4
Fromage Wine Bar and Restaurant,good_topic6
Front Street Coffeehouse,good_topic2
Froots,good_topic2
Frozen Hoagies,good_topic2
FruiTea Bubble,good_topic3
Frullati,good_topic2
Frutta Bowls,good_topic2
Fuddruckers,good_topic4
Fuel,good_topic2
Fuel America,good_topic2
Fuel Cafe,good_topic2
Fueled,good_topic3
Full Cup,good_topic3
Full Taste  Vegan Restaurant,good_topic2
Fuller's Burger Shack,good_topic4
Fusion Bay Vietnamese & Western Cuisine,good_topic1
Fusion Cafe,good_topic2
Fuze Burger,good_topic4
Fuzzy's Taco Shop,good_topic5
F贸umami,good_topic1
G Sports Bar & Grill,good_topic6
G's Dynamite Deli,good_topic1
G-Man Sports Bar,good_topic6
GG's Delicatessen + Catering,good_topic5
Gabagool,good_topic1
Gabbi's Burgers n Dogs,good_topic4
Gabriel's Sub Shop,good_topic3
Gabriel's Submarine Sandwich Shop,good_topic3
Gahanna Grill,good_topic4
Gaia Masala and Burger,good_topic1
Gail Ann Coffee Shop,good_topic3
Gail's Cafe and Grill,good_topic3
Galaxy Cafe,good_topic2
Gallery Caf茅,good_topic6
Gallo's Tap Room,good_topic6
Game Changers,good_topic6
Game Knight Lounge,good_topic6
Ganh Pho,good_topic1
Garcelon's soup & grilled cheese,good_topic1
Garden District Coffee House,good_topic2
Garden Spot Cafe & Catering,good_topic3
Garden State,good_topic1
Gaston's Tavern,good_topic6
Gastro Mania,good_topic1
Gastronome: European Grocery and Deli,good_topic5
Gate Bar & Resturant,good_topic6
Gator's Dockside,good_topic5
Gator's Dockside - Saint Cloud,good_topic5
Gaviota,good_topic1
Geaux Burgers,good_topic4
Gelarmony,good_topic3
Gene's Deli,good_topic3
Gene's New Orleans Style Poboys & Deli,good_topic3
General Burnside's Canteen,good_topic1
General Tso'Boy,good_topic1
Genghis China Chinese Food,good_topic1
Geni's Philly Steaks,good_topic3
Genie's Cafe,good_topic2
Genuine Bistro & Lounge,good_topic5
George's Deli,good_topic2
George's Giant Hamburgers,good_topic4
George's Restaurant & Bar,good_topic4
Get Fruity Cafe,good_topic2
Gi Gelato & Coffee House,good_topic1
Giant Drive In,good_topic4
Gilhooligans Bar & Grill,good_topic6
Giraffas Brazilian Grill -  Mills Park,good_topic5
Giraffas Brazilian Grill - International Drive,good_topic5
Gladstone Street Pub - The Stone,good_topic6
Glen鈥檚 Roast Beef,good_topic1
Glisan Burger Barn,good_topic4
Gloria Food Store,good_topic3
Go Burgers & Wings,good_topic5
Go Go Gourmet,good_topic3
Go Vegan Grill,good_topic2
GoGo Mongolian Feast,good_topic1
Gobble Gobble,good_topic4
Gogo Pho Bar,good_topic4
Goldberg's Bagel and Deli,good_topic1
Goldberg's Deli and Grill,good_topic1
