,Unnamed: 0,names,good_topic1,good_topic2,good_topic3,good_topic4,good_topic5,good_topic6,bad_topic1,bad_topic2,bad_topic3,bad_topic4,bad_topic5,bad_topic6,main_good_topic,main_bad_topic,business_id
295,304,Basecamp Provisions,0.328334183,0.44740241,0.0,0.086433329,0.128980517,0.0,0.070164271,0.554040939,0.330295987,0.042191718,0.0,0.0,good_topic2,"bad_topic2,bad_topic3",SYlFLv3tcYLJWDaHmLM_vQ
296,305,Basil's Restaurant & Tapas Bar,0.157193591,0.063844611,0.022977554,0.008286519000000001,0.433135574,0.304799637,0.012838665,0.473617327,0.279954734,0.100370035,0.008167807,0.11998971,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",55NF5ImeGBAiP4MEft9Wfw
297,306,Basils Subs,0.650713295,0.094125763,0.122983229,0.009200432,0.112529932,0.0,0.0,0.61545682,0.107394427,0.049931873,0.0,0.223031044,good_topic1,"bad_topic2,bad_topic3,bad_topic6",q9gGs_19qv-jtbfMiaVmAQ
298,307,Bat Wings,0.019507162,0.0,0.02158774,0.6750103470000001,0.195554081,0.074901181,0.142889897,0.35778802600000004,0.118941074,0.330584203,0.0,0.038702654,good_topic4,"bad_topic1,bad_topic2,bad_topic3,bad_topic4",gxp6M4rvIXFKo-jlsci_Hw
299,308,Bates New England Seafood & Subs,0.128449693,0.035259427,0.138194433,0.08215063,0.572071167,0.033721069,0.033481815,0.564345176,0.260725347,0.058402698,0.052017709,0.02409829,good_topic5,"bad_topic2,bad_topic3",0uKBUgjyEJGnUeKcPE3Zlw
300,309,Batter Up,0.159422296,0.418044723,0.125772468,0.084119426,0.161282468,0.040348383,0.008144792,0.480855928,0.312469217,0.124518259,0.0,0.064327505,good_topic2,"bad_topic2,bad_topic3,bad_topic4",26ixDTJRbzaNgO1eYd1uyg
301,310,Batterfish Food Truck,0.293778575,0.0,0.159788425,0.092309428,0.393203605,0.048848805,0.005170102,0.395782551,0.270930567,0.149230341,0.027064168,0.142363587,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",GIENDfEQRXmXgX8aWk62cw
302,311,Bay Sweets,0.301875649,0.028889994,0.327724555,0.00650671,0.057732267,0.267150593,0.019148245,0.587221265,0.158299744,0.024076724,0.0,0.210452259,good_topic3,"bad_topic2,bad_topic3,bad_topic6",IiKijmSAWIUoZ07dI-sL7Q
303,312,Be Banh Mi,0.635753414,0.038872121,0.231374153,0.039755347,0.04268273,0.002007309,0.0,0.591401438,0.14456209,0.042943884,0.081115643,0.12800521199999998,good_topic1,"bad_topic2,bad_topic3,bad_topic6",vpGciFSezH0P_rfBXV3iTA
304,313,Beach Club Marketplace,0.0,0.302499905,0.36366196,0.0,0.0,0.32972227,0.115518734,0.738009751,0.0,0.0,0.0,0.135139123,good_topic3,"bad_topic1,bad_topic2,bad_topic6",Dc968iuGnkINvmhLV2uO6Q
305,314,Beach Hut Deli,0.224323974,0.193096954,0.239054248,0.014247215,0.137635629,0.180249918,0.031143335,0.497067671,0.191120348,0.090975814,0.047158131,0.135191944,good_topic3,"bad_topic2,bad_topic3,bad_topic6",MqYlumQlj9O46YvBKaYDcA
306,315,Beachmont Roast Beef,0.33774668700000005,0.035223342000000005,0.35290603600000003,0.144245715,0.113390135,0.005926676,0.0,0.561299046,0.262555818,0.102945293,0.0,0.06641220099999999,good_topic3,"bad_topic2,bad_topic3,bad_topic4",NwzNAoxSKbZksKgsZDeYiA
307,316,Bean & Leaf Cafe,0.16678797,0.5987058239999999,0.097540635,0.018216116,0.057424454000000014,0.049315428,0.0,0.3915429070000001,0.300450464,0.250720079,0.0,0.05035455,good_topic2,"bad_topic2,bad_topic3,bad_topic4",3wcBaPP4eEukyj2NF2G60Q
308,317,Bean Around the World Coffees,0.0,0.287144288,0.371250212,0.0,0.0,0.328890048,0.0,0.697188914,0.17444069899999998,0.068082173,0.018580263,0.028149796,good_topic3,"bad_topic2,bad_topic3",ZtJwfKsKbxm1DOoBHA8aeQ
309,318,Bean Banh Mi,0.619000674,0.178911477,0.132981799,0.011520882,0.020572364,0.026663517,0.0,0.558014353,0.282567029,0.150441383,0.0,0.0,good_topic1,"bad_topic2,bad_topic3,bad_topic4",a2Y-f8-zoepBv0AjKsgs_w
310,319,Beantown Hoagie,0.240272567,0.087883368,0.62965095,0.0,0.030603789,0.0,0.020607536,0.639146755,0.187513423,0.052118221,0.0,0.092410225,good_topic3,"bad_topic2,bad_topic3",ujOB5O4Q04Jtdj49k2Z_9w
311,320,Beantown Pastrami,0.52992118,0.051655069000000005,0.267124737,0.003062068,0.136343189,0.0,0.007776277,0.591685438,0.223961289,0.115683104,0.002109797,0.050798818,good_topic1,"bad_topic2,bad_topic3,bad_topic4",MCiK-j9U8TQ6CTFVPFn42w
312,321,Beantowne Coffee,0.102901437,0.392133399,0.326514398,0.0,0.09909475,0.068335185,0.025516492,0.5696989029999999,0.28680187100000004,0.069507649,0.004286118,0.036026513,good_topic2,"bad_topic2,bad_topic3",clXIGAlc9gwsSPp-1Iyihw
313,322,Bear Rock Cafe,0.082874805,0.237875603,0.641040504,0.0,0.0,0.033983145,0.034512426,0.484441983,0.262278169,0.088736416,0.007792649,0.11510185,good_topic3,"bad_topic2,bad_topic3,bad_topic6",6HKwrgw2wqKOz4-YZilMfQ
314,323,Beard Papa's,0.473502,0.132235513,0.344613234,0.0,0.017143389,0.022955027000000003,0.022031019,0.507349618,0.307339706,0.116847077,0.0,0.042131659,good_topic1,"bad_topic2,bad_topic3,bad_topic4",MeGSVWn1LGf3nrMfgTyBtg
315,324,Beaverton Bakery,0.0,0.0,0.745593339,0.0,0.240769103,0.0,0.0,0.472334951,0.35296461,0.142789111,0.0,0.029271752,good_topic3,"bad_topic2,bad_topic3,bad_topic4",eV9yKDPXujKtReIl_Tekgg
316,325,Beaverton Charburger,0.060941216,0.01624096,0.118611315,0.435955752,0.330564303,0.026490203,0.028069579,0.5982992220000001,0.092754892,0.126661885,0.062113642,0.082257468,good_topic4,"bad_topic2,bad_topic4",wlq4RoD6t9ig1WiV7MZWwg
317,326,Beaverton Sub Station,0.212940683,0.09327377,0.534924092,0.023042973,0.083507474,0.041981986,0.011708122,0.550525308,0.194137688,0.124475757,0.028976923,0.08291804,good_topic3,"bad_topic2,bad_topic3,bad_topic4",HcLzlfYPZY3mte6omrougg
318,327,Bedford House Of Roast Beef,0.409451279,0.084740725,0.183763921,0.13939860099999998,0.144922658,0.027164438,0.027116353,0.5795036929999999,0.22400549600000005,0.094807604,0.0,0.065184929,good_topic1,"bad_topic2,bad_topic3",q9s0qz4VdwwLhcRiMIyZjw
319,328,Bee Cave Coffee,0.029816923,0.529952573,0.28153868600000004,0.018135479,0.051446825,0.077634891,0.016294036,0.421514463,0.346364885,0.100488349,0.013422749,0.092519195,good_topic2,"bad_topic2,bad_topic3,bad_topic4",jbSkXZE-ijMST2AkzOkuWg
320,329,Beef 'O' Brady's,0.031927971,0.006853999,0.08912828800000001,0.2101775,0.401684581,0.250376358,0.023606888,0.603942847,0.182615458,0.08672842900000001,0.002226033,0.092691724,good_topic5,"bad_topic2,bad_topic3",zdlw6aHL9o-LojDY79OLyA
321,330,BeefMaster Roast Beef & Seafood,0.166439426,0.093698096,0.14932349,0.14193249900000002,0.156345895,0.279046217,0.0,0.508251985,0.249761149,0.109733175,0.0,0.124894607,good_topic6,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",EJpI3rG1b6ensd_m3Rfg_w
322,331,Beefy King,0.224806805,0.033137457,0.310524662,0.288328076,0.096428702,0.038358316,0.009328206,0.534353173,0.275268385,0.102127532,0.002458913,0.068416495,good_topic3,"bad_topic2,bad_topic3,bad_topic4",r5uc7SCjz3y0dFSvpgkBWQ
323,332,Beehive Restaurant,0.198631968,0.126006489,0.013131461,0.028168591,0.311244564,0.31535862,0.023734677000000003,0.535568664,0.199296442,0.106819976,0.003675803,0.124751632,good_topic6,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",TGyqQhsXgw36CYrTA2khDQ
324,333,BeetBox,0.420531374,0.098246018,0.128983206,0.247531931,0.07555843,0.02148617,0.011205598999999998,0.558569086,0.181848304,0.130777156,0.009360293,0.103142115,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",nD7yAMeTPJnZcLj4GhYwig
325,334,Beez Holgate Station,0.0,0.391044885,0.153671833,0.07824035900000001,0.314981683,0.049901674000000014,0.038477122,0.590541518,0.196473337,0.073829632,0.0,0.092752468,good_topic2,"bad_topic2,bad_topic3",u-_rV3PQ1XFIGADktGPVJw
326,335,Behind the Museum Cafe,0.110204948,0.565109118,0.141830287,0.001332927,0.030892594,0.140610385,0.016086792,0.449142552,0.311770052,0.101056522,0.0026807370000000003,0.111054359,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",QmVlkV5O4IgCp116ECTZFA
327,337,Bella Donna Subs,0.25133272,0.120279428,0.35205248,0.094002463,0.144457046,0.027518375,0.027425583,0.532154613,0.262305382,0.098987851,0.016120628999999997,0.056191368,good_topic3,"bad_topic2,bad_topic3",ODlpmSgqc8C7DN2JhQEu8A
328,338,Bella Isla Express,0.355019853,0.08264976,0.26662606,0.0,0.0,0.288674697,0.0,0.538794219,0.210017741,0.17561987,0.0,0.07093036900000001,good_topic1,"bad_topic2,bad_topic3,bad_topic4",rsMxvEjeVrvYV17Rv3q-UQ
329,339,Bellmont Caffe,0.026015967,0.7248341690000001,0.116749502,0.0,0.075458718,0.042949653,0.03347393,0.546900475,0.296541132,0.046919642,0.001888718,0.06399632200000001,good_topic2,"bad_topic2,bad_topic3",rvi3y84Mv6ZHIBjsbJt6Cg
330,340,Bells and Whistles,0.06707410400000001,0.001133634,0.097795621,0.191298706,0.095159643,0.537898479,0.007728084,0.527087515,0.204745975,0.08614549199999999,0.006224955999999999,0.160644037,good_topic6,"bad_topic2,bad_topic3,bad_topic6",ki6qk2hoNS_HagBz3LEZuw
331,341,Belly Burger,0.0,0.072209577,0.0,0.380748721,0.443394671,0.092290252,0.023752965,0.5461846370000001,0.195136877,0.041071382,0.015870878,0.175506365,good_topic5,"bad_topic2,bad_topic3,bad_topic6",o_nBvjv07eSe3UfjaHbrvQ
332,342,Belly Up,0.481272087,0.07604630000000001,0.078633204,0.124527284,0.132998819,0.095632325,0.0,0.52569297,0.078801133,0.320370257,0.0,0.068251319,good_topic1,"bad_topic2,bad_topic4",OVN4MtGEy_H37kXOvcRmRg
333,343,Belmondo Cafe,0.025876626,0.555899739,0.350914016,0.0,0.03142155,0.020531347,0.0,0.3739006070000001,0.392002761,0.08922849599999999,0.0,0.143459111,good_topic2,"bad_topic2,bad_topic3,bad_topic6",UbyE-opLYn-uMgHu_KMG6A
334,344,Belmont Cafe,0.276829543,0.462846041,0.094440536,0.0,0.15214185300000002,0.0,0.0,0.545452356,0.314432919,0.057816803,0.0,0.077717662,good_topic2,"bad_topic2,bad_topic3",qOwkZVsXBkQU4wOkeWVXiw
335,345,Ben Hill Grill,0.189023376,0.011568748,0.109636001,0.600310221,0.075939273,0.0,0.049854229000000014,0.398535267,0.320093105,0.078077736,0.021801728,0.1232588,good_topic4,"bad_topic2,bad_topic3,bad_topic6",cOo7OHZinS8hn5P_-tFVKA
336,346,Ben and Sam's - The Vienna Bakery,0.139572971,0.6624790070000001,0.146693462,0.0,0.0,0.038577014,0.090819851,0.581131071,0.13548278800000002,0.150638968,0.0,0.032430295,good_topic2,"bad_topic2,bad_topic3,bad_topic4",KQrLzcZr7TekYRAg52p_4g
337,347,Benjamin French Bakery Cafe,0.13683590699999998,0.5828165670000001,0.176996646,0.001304754,0.067026318,0.02317248,0.016633608,0.453866545,0.281730241,0.148806729,0.004939267,0.08673851099999999,good_topic2,"bad_topic2,bad_topic3,bad_topic4",laq4tB95JqCvdogoLRvHWw
338,348,Bennett's Market & Deli,0.26515478800000003,0.189898491,0.356456349,0.003010851,0.07596006799999999,0.098420315,0.014240886,0.6312837920000001,0.201485494,0.047858381,0.010850791,0.08920458699999999,good_topic3,"bad_topic2,bad_topic3",nhzYlUwpy0a-H6-_4GIXWg
339,349,Bennett's Sandwich Shop,0.35344470200000005,0.219111816,0.179678925,0.018398855,0.140030762,0.080313938,0.0,0.623809218,0.276483376,0.06053203,0.0,0.027550332,good_topic1,"bad_topic2,bad_topic3",ubb9LaZSVa1A2FQ9YIfiaA
340,350,Benny's Cheesesteak,0.48840107,0.0,0.260581575,0.236577779,0.0,0.0,0.027672766,0.31601429,0.393109709,0.218851596,0.0,0.031943597000000004,good_topic1,"bad_topic2,bad_topic3,bad_topic4",nTfaQSKM_LXr7CprMDMmDw
341,351,Bent Whisker Sandwich,0.635507364,0.047515467,0.156668473,0.033121443,0.068518148,0.047514699,0.0,0.205545008,0.405807197,0.089763731,0.0,0.293500841,good_topic1,"bad_topic2,bad_topic3,bad_topic6",SSUkaQ-JxG9xFDH0NFuIIw
342,352,Bent's Cafe,0.308973415,0.237552493,0.361960231,0.0,0.07685702,0.002516848,0.009215019,0.655209306,0.185781599,0.08265700000000001,0.014066246,0.042845455,good_topic3,"bad_topic2,bad_topic3",5XZR5n_26uJSNqvT05RaEg
343,353,Berkeley Perk Cafe,0.09278158,0.516783343,0.248608646,0.001832429,0.076426728,0.051616263,0.02783382,0.491939761,0.282053076,0.112342995,0.0,0.079074185,good_topic2,"bad_topic2,bad_topic3,bad_topic4",POgTNe-h22hzVBDg9it-mw
344,354,Bernard's Tavern,0.102584067,0.120453669,0.019368106,0.010713136000000002,0.124472801,0.6117935320000001,0.013555267,0.526639202,0.268102349,0.079468595,0.002989728,0.102969996,good_topic6,"bad_topic2,bad_topic3,bad_topic6",B3hQXTmOjJ-48HqGeXnTMg
345,355,Bernie's Gourmet To Go,0.437899498,0.092199402,0.142922754,0.0,0.241151461,0.077425089,0.056128092,0.561879218,0.229976013,0.045034088,0.0,0.105984442,good_topic1,"bad_topic2,bad_topic3,bad_topic6",JwBkHjtVQ27MW4SBCdfKkg
346,356,Bernie's Hamburgers & Teriyaki,0.130380597,0.040393177,0.198929921,0.32288532,0.259439949,0.035390396,0.0,0.573779901,0.198487312,0.136450902,0.010503574,0.070495165,good_topic4,"bad_topic2,bad_topic3,bad_topic4",__wdZc8h1qnZTGfMal4ffA
347,357,Bernoulli's Bagels,0.0,0.481858462,0.5014871360000001,0.0,0.0,0.0,0.0,0.4963255170000001,0.316099617,0.08399897699999999,0.0,0.094413762,good_topic3,"bad_topic2,bad_topic3",tP_MTEt2aKL2ra0-kQRJVw
348,358,Bernstein's Bagels,0.214630689,0.122457231,0.583739801,0.011950564,0.054961028,0.003358719,0.004237759000000001,0.52135013,0.250347892,0.133455188,0.002422207,0.080724425,good_topic3,"bad_topic2,bad_topic3,bad_topic4",9l2YZ9KDnIOdBzhq0pW93Q
349,359,Berts Restaurant,0.0,0.976339161,0.0,0.0,0.0,0.0,0.0,0.647945762,0.224995837,0.122763209,0.0,0.0,good_topic2,"bad_topic2,bad_topic3,bad_topic4",QmZeE0JdkzijdHss4dSyHA
350,360,Best Bagel,0.0,0.198233493,0.720723242,0.068767175,0.0,0.0,0.105592422,0.205183059,0.240499303,0.299833089,0.0,0.142232105,good_topic3,"bad_topic1,bad_topic2,bad_topic3,bad_topic4,bad_topic6",BK46t6303O2fryLKrrStoA
351,361,Best Baguette,0.510752589,0.184893873,0.223961647,0.013505511,0.040560159,0.015746128,0.020472844,0.541298234,0.253469227,0.090559594,0.024344069,0.062706216,good_topic1,"bad_topic2,bad_topic3",bkv4EZ5RYRvZITO1PaOaNg
352,362,Best Bite Donair,0.178197639,0.032828701,0.040446494,0.15686314199999998,0.401186189,0.17692512100000002,0.043369835,0.461792966,0.184904575,0.096136448,0.110825827,0.094717407,good_topic5,"bad_topic2,bad_topic3,bad_topic5",7kqw5gDC49Vj5xWmKB7qIw
353,363,Best Burger,0.037584693,0.0,0.192196303,0.7321971209999999,0.031739768,0.0,0.060748078,0.656324379,0.101073284,0.052545618,0.0,0.11708557,good_topic4,"bad_topic2,bad_topic3,bad_topic6",PGPbvaIWW_E20SIumarr5g
354,364,Best Burger Bar,0.012925851,0.046532591,0.090326225,0.469753265,0.10750726,0.262782944,0.024135229,0.594689073,0.152581756,0.090505571,0.006742739,0.122700048,good_topic4,"bad_topic2,bad_topic3,bad_topic6",fUtoqJnqS_mVrXj-LLi0UQ
355,365,Best of the Wurst,0.299532359,0.110749811,0.345051813,0.191516699,0.008196583,0.032958508,0.0,0.63604033,0.190357983,0.085536629,0.0,0.084470034,good_topic3,"bad_topic2,bad_topic3",nMfmsZNYeRyP2hgalcuLbQ
356,366,Bestsellers Cafe,0.0,0.139459141,0.553500032,0.0,0.021188503,0.27687657,0.0,0.528565705,0.274253696,0.117258117,0.0,0.078155182,good_topic3,"bad_topic2,bad_topic3,bad_topic4",sq1I_YXj6QpRaNhkAfDwLw
357,367,Beta Burger,0.011769316,0.091840431,0.142536153,0.550227465,0.14243972,0.048720718,0.055844805,0.691057258,0.089661641,0.071881606,0.013993471,0.070138664,good_topic4,bad_topic2,t05QfCkpR1Llws-XkMHaAw
358,368,Beth's Burger Bar,0.009475098,0.066278237,0.076435835,0.524282269,0.212492615,0.098345764,0.020741126,0.526027412,0.224288947,0.105716351,0.006945723000000001,0.107951814,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",mi7ni0ipxlRdRd6gqN2jvg
359,369,Better Bagels,0.103216324,0.212966509,0.6039312410000001,0.0,0.066797442,0.001580605,0.036765632,0.592203125,0.223644882,0.073650642,0.005522315,0.06022337,good_topic3,"bad_topic2,bad_topic3",NpF6tnFh09Xp66DPh3BrGQ
360,370,Better U Dining,0.348639391,0.044076176,0.101475758,0.019904147,0.405258992,0.068715604,0.049793907000000005,0.507405289,0.169830499,0.152685732,0.0,0.115773072,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",evlc6Hz5FwFO4rKMD8c7JA
361,371,Betty Ann's Sandwich Shop,0.133746039,0.05965882700000001,0.653901537,0.025512253,0.109579388,0.007996484,0.0,0.557245564,0.20595426,0.090706375,0.057989478,0.07914971700000001,good_topic3,"bad_topic2,bad_topic3",POOIs2N466uGgIO0YKps5g
362,372,Beulahland,0.039262465,0.108019963,0.225328061,0.02083797,0.086149365,0.509265249,0.019349566,0.513357287,0.258210641,0.08452671199999999,0.0,0.116600368,good_topic6,"bad_topic2,bad_topic3,bad_topic6",bkXaCV43GuvUdB2isZFi2g
363,373,Beverly Hills Boulangerie,0.304332167,0.400971092,0.0,0.090952173,0.195035696,0.0,0.022079485,0.401893079,0.247603536,0.12690622599999998,0.0,0.193363304,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",5ld7jPf78ypZvi6gKLUNJg
364,374,Beyond Burger Bar,0.073560883,0.106056043,0.155454156,0.489471738,0.082243785,0.081565116,0.0,0.450795814,0.041042134,0.09034615,0.0,0.402800702,good_topic4,"bad_topic2,bad_topic6",C1GETAiRCGUd-CA8p12z1g
365,375,Bibingka,0.409565893,0.0,0.099058706,0.03178886,0.266536651,0.182012015,0.0,0.640996352,0.099517614,0.056008782,0.0,0.186449323,good_topic1,"bad_topic2,bad_topic6",9T0WndcZPJycTlNdzn9EWQ
366,376,Biderman's Deli,0.308217738,0.195151059,0.354105987,0.009194833,0.097944506,0.025565637,0.035401221000000004,0.568971782,0.22913063600000005,0.090520528,0.010022587,0.058137585,good_topic3,"bad_topic2,bad_topic3",B3FleeBQX8tsgBhMwdFXLQ
367,377,Big Al's Gourmet Butter Made Burgers,0.049468331,0.011120947,0.169030901,0.528861731,0.196044759,0.032720103,0.047446384,0.5503338210000001,0.191305772,0.095500912,0.00651719,0.101347708,good_topic4,"bad_topic2,bad_topic3,bad_topic6",s8E6THxjmz5D3SeODRdrvw
368,378,Big Al's Steaks,0.381510112,0.005153772,0.328058777,0.08782947599999999,0.058798019000000014,0.129431895,0.032044323,0.569507856,0.223022309,0.08191931200000001,0.003645032,0.084177264,good_topic1,"bad_topic2,bad_topic3",kT3Z4sB_mHrKPXSvpG8hoA
369,379,Big Belly Deli,0.354506204,0.079837454,0.193392599,0.200147601,0.113194233,0.047989033,0.0,0.478703976,0.298942089,0.093542568,0.0,0.120250799,good_topic1,"bad_topic2,bad_topic3,bad_topic6",hM4S6L8kafJGqu6hh5H23g
370,380,Big Burger,0.026161869,0.081255292,0.193320885,0.4332429270000001,0.257055382,0.0,0.012238869,0.633029372,0.182666846,0.108615328,0.0,0.056141589000000006,good_topic4,"bad_topic2,bad_topic3,bad_topic4",qfVh4Q483a7gaobclqVM4A
371,381,Big Chic,0.07656745400000001,0.086076637,0.156540374,0.556520638,0.082746685,0.028758079,0.0,0.527987942,0.327217758,0.075256266,0.0,0.057827476,good_topic4,"bad_topic2,bad_topic3",GytUF4Ew1y7dh-44f4VEWA
372,382,Big City Bagels and Subs,0.195457281,0.14932592,0.549849953,0.012401852,0.06635444,0.01553221,0.04060116,0.495150357,0.277245784,0.117583283,0.005462204,0.057113425,good_topic3,"bad_topic2,bad_topic3,bad_topic4",0KBk4GlTHvLbPz_cqgCn4w
373,383,Big Country Grill,0.03537999,0.047386186,0.129766909,0.485049661,0.271508549,0.02105931,0.0,0.586355239,0.183011904,0.094905959,0.0,0.124340327,good_topic4,"bad_topic2,bad_topic3,bad_topic6",QLQtO7YozohpjDZijLp-6w
374,384,Big Daddy Bagels,0.08996545199999999,0.263925399,0.57117025,0.018100417,0.046949923,0.0,0.013459537,0.614716142,0.174578948,0.101296614,0.004412146,0.082380124,good_topic3,"bad_topic2,bad_topic3,bad_topic4",d_QAGSWJXpspakDrvdkKQA
375,385,Big Daddy's Burgers & Bar,0.051953434000000014,0.039495341,0.094984404,0.470716983,0.146728587,0.184725544,0.022704685,0.547473523,0.206608256,0.111392921,0.009410888,0.09610617,good_topic4,"bad_topic2,bad_topic3,bad_topic4",DhBUJ1zHqLL-c5sZXy8nZg
376,386,Big Dave's Cheesesteaks,0.151846168,0.038385939,0.456531614,0.150715248,0.17921172600000002,0.013202157,0.023237245,0.480023798,0.271352672,0.105851316,0.002271018,0.110048195,good_topic3,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",bSmQbw5A-WA0TtmFc1NTpQ
377,387,Big Joy - Fresh Grill Bar,0.425167981,0.144942132,0.08541395,0.011962376,0.257425225,0.065130163,0.021521526000000003,0.489115632,0.188312307,0.121699791,0.025715131,0.143647407,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",68mSBeeGPORnYm_DSOitjw
378,388,Big Kahuna,0.257747118,0.056120467,0.06376269999999999,0.122390211,0.34920221799999995,0.139550222,0.021415502000000003,0.474232855,0.260922315,0.114047913,0.00729612,0.115294036,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",chHGGkfvRNV_fFCIctelJQ
379,389,Big League Subs,0.0,0.110482072,0.074606461,0.256187836,0.474579533,0.072914431,0.0,0.8512424829999999,0.14519769,0.0,0.0,0.0,good_topic5,"bad_topic2,bad_topic3",GH5VQBmea-_0rmy8_ysagg
380,390,Big Lou's Butcher Shop,0.453505098,0.023282049,0.411775253,0.0,0.034280922,0.07155238900000001,0.007994055,0.5009426579999999,0.258572548,0.183485788,0.0,0.041620767,good_topic1,"bad_topic2,bad_topic3,bad_topic4",tiZfu2zodHqNF_yLWuLoRw
381,391,Big Rob's Burgers,0.020620424,0.081880315,0.076716942,0.582938484,0.16567817699999998,0.058000775,0.02301814,0.55744038,0.165214671,0.133867934,0.004205612,0.107185578,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",GtlDQ8GG8ykG1ion3hD92w
382,392,Big Smoke Burger,0.029655354,0.0,0.239727171,0.551791032,0.100964782,0.069630274,0.013643471,0.52348734,0.166322926,0.137554924,0.0,0.147864797,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",y8lC5OQe_BR959jvpOmckQ
383,393,Big Star Sandwich,0.379537766,0.105755692,0.209602383,0.081379035,0.197123876,0.015340778,0.0,0.653586149,0.195634494,0.102081209,0.0,0.039975002,good_topic1,"bad_topic2,bad_topic3,bad_topic4",Jx52Bg5W7YyPZ2D9N-f2iQ
384,394,Big Star Sandwich Co.,0.209469905,0.11125801,0.445592821,0.0,0.163666904,0.060412129,0.142698899,0.523732722,0.239889801,0.0,0.0,0.08436756599999999,good_topic3,"bad_topic1,bad_topic2,bad_topic3",UOPiKJYgJ2Sa0g4mihTcSA
385,395,Big Star Sandwich Company,0.425897522,0.103835711,0.324338898,0.008984844,0.06285776400000001,0.06457271,0.0,0.450348236,0.32660119600000004,0.198351441,0.0,0.015690664,good_topic1,"bad_topic2,bad_topic3,bad_topic4",rKd9_ovLoFXN-RJyp0FtmQ
386,396,Big Star Sandwiches,0.290578562,0.09449259,0.397531369,0.085505353,0.086481775,0.034487521,0.0,0.534603265,0.222575871,0.126896755,0.0,0.110698516,good_topic3,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",wwqKcf4bX2P6Xm8e7l8nFg
387,397,Big Time Street Food,0.209644587,0.150722605,0.033656601,0.372372189,0.088504935,0.135136591,0.0,0.637358636,0.248045944,0.108716432,0.0,0.0,good_topic4,"bad_topic2,bad_topic3,bad_topic4",qqD3GI9wjL2JbMZUt_QeWQ
388,398,Big Town Hero,0.20597464,0.110814711,0.468732174,0.0,0.196904852,0.006248238000000001,0.027599698,0.566369803,0.21226923,0.097570791,0.02230923,0.065819974,good_topic3,"bad_topic2,bad_topic3",Kx1Vx8tJPYhbKr9dlmrnlQ
389,399,Big-Ass Sandwiches,0.358941525,0.030473837,0.403683425,0.090441075,0.054796358,0.052104017,0.017050008000000002,0.609171184,0.208008003,0.070665409,0.007022252,0.080366408,good_topic3,"bad_topic2,bad_topic3",UH6eiqO_wFaWh4OH1DJcpg
390,400,"Bikes, Beans & Bordeaux",0.210257287,0.323300284,0.151355625,0.008040891,0.039470539,0.258859669,0.010208568,0.547565667,0.178004936,0.120785195,0.008243473000000001,0.12866587,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",WHYbJ7GFsVa5MBp-XWyAgQ
391,401,Bikinis Sports Bar & Grill,0.012074974,0.010753438,0.119530118,0.119232267,0.42513776,0.304932472,0.016371403,0.4906749,0.30809932,0.07171084700000001,0.009781445,0.096304702,good_topic5,"bad_topic2,bad_topic3",2FISuMKzzKAJmjNXIvPtBg
392,402,Bill & Bob's Roast Beef,0.270726848,0.011419285,0.307089595,0.225842058,0.144012794,0.032500301,0.043809363,0.52523964,0.194357262,0.128084998,0.005847413,0.094322814,good_topic3,"bad_topic2,bad_topic3,bad_topic4",DMfGu7gn-xxctNKIb_umIg
393,403,Billie Jean's Burger Pub,0.053477001,0.012957486,0.049166549,0.453457361,0.24130545,0.178667062,0.026916949,0.574972336,0.175990896,0.118981356,0.0011853089999999998,0.095277925,good_topic4,"bad_topic2,bad_topic3,bad_topic4",Urh1nH1O8Tg5mwkQY-eL-Q
394,404,Billy Blues Bar and Grill,0.053996485,0.063050688,0.058803554,0.088931309,0.412228151,0.309705109,0.018380881,0.509069781,0.280211778,0.08884996699999999,0.003054101,0.094543668,good_topic5,"bad_topic2,bad_topic3",jpffN1Jugd-TOOGOEE2j5A
395,405,Billy Bob's New Secrets,0.0,0.0,0.227667786,0.0,0.052418455,0.704690367,0.031447932000000005,0.561179593,0.24604802,0.013153583,0.0,0.13762277,good_topic6,"bad_topic2,bad_topic3,bad_topic6",vuxPc3EPXkgJvoInCOFx3w
396,406,Billy Heartbeats,0.342244506,0.0,0.076016374,0.0,0.5720935460000001,0.0,0.028939493,0.577950968,0.242243057,0.047327606,0.02932307,0.069176192,good_topic5,"bad_topic2,bad_topic3",nvCy0J7L-T0COPAn-Jgfpw
